Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014976-HPA	S700015268-HPA	S700015644-HPA	S700016065-HPA	S700016156-HPA	S700016321-HPA	S700016362-HPA	S700016578-HPA	S700016631-HPA	S700016935-HPA	S700021689-HPA	S700021699-HPA	S700021862-HPA	S700023082-HPA	S700023216-HPA	S700023249-HPA	S700023307-HPA	S700023406-HPA	S700023463-HPA	S700023517-HPA	S700023678-HPA	S700023774-HPA	S700023831-HPA	S700023888-HPA	S700023954-HPA	S700024011-HPA	S700024052-HPA	S700024115-HPA	S700024171-HPA	S700024219-HPA	S700024278-HPA	S700024326-HPA	S700024365-HPA	S700024419-HPA	S700024478-HPA	S700024527-HPA	S700024574-HPA	S700024623-HPA	S700024659-HPA	S700024719-HPA	S700024776-HPA	S700024813-HPA	S700024890-HPA	S700024934-HPA	S700024984-HPA	S700024999-HPA	S700033002-HPA	S700033459-HPA	S700033763-HPA	S700037060-HPA	S700037208-HPA	S700037456-HPA	S700037568-HPA	S700037720-HPA	S700038039-HPA	S700038372-HPA	S700038458-HPA	S700038506-HPA	S700038554-HPA	S700038602-HPA	S700038710-HPA	S700038769-HPA	S700038986-HPA	S700095386-HPA	S700095443-HPA	S700097267-HPA	S700097327-HPA	S700097664-HPA	S700098303-HPA	S700098395-HPA	S700098968-HPA	S700099035-HPA	S700099095-HPA	S700099623-HPA	S700099779-HPA	S700100263-HPA	S700101671-HPA	S700102275-HPA	S700102621-HPA	S700102938-HPA	S700103249-HPA	S700103313-HPA	S700103454-HPA	S700103593-HPA	S700103629-HPA	S700103680-HPA	S700105189-HPA	S700105246-HPA	S700105380-HPA	S700105425-HPA	S700105598-HPA	S700105654-HPA	S700105693-HPA	S700105747-HPA	S700105814-HPA	S700105864-HPA	S700105912-HPA	S700106026-HPA	S700106101-HPA	S700106368-HPA	S700106420-HPA	S700106528-HPA	S700106587-HPA	S700106623-HPA	S700106671-HPA	S700106845-HPA	S700106884-HPA	S700106954-HPA	S700109419-HPA	S700110620-HPA	S700113043-HPA	S700113079-HPA	S700113511-HPA	S700113586-HPA	S700113624-HPA	S700113682-HPA	S700113826-HPA	S700113940-HPA	S700114025-HPA	S700114074-HPA	S700114131-HPA	S700114197-HPA	S700114311-HPA	S700114359-HPA	S700114395-HPA	S700114466-HPA	S700114525-HPA	S700114566-HPA	S700114623-HPA	S700114687-HPA	S700114735-HPA	S700114785-HPA	S700114842-HPA	S700114890-HPA	S700114947-HPA	S700114995-HPA	S700116225-HPA	S700116312-HPA	S700116366-HPA	S700116576-HPA	S700116627-HPA	S700116786-HPA	S700116846-HPA	S700117008-HPA	S700117668-HPA	S700117725-HPA	S700117836-HPA	S700117962-HPA	S700118446-HPA
Bacteria;Pseudomonadota;Betaproteobacteria	class				2.889	5.159	1.706	0.123	0.397	2.843	0.849	7.311	6.068	9.131	1.74	13.349	10.199	2.963	0.491	22.112	10.438	3.874	2.514	8.293	7.716	2.862	27.841	0.465	0.917	4.044	15.408	9.102	2.842	1.163	0.865	7.809	0.858	12.793	12.503	6.238	2.64	3.863	7.476	5.379	5.916	0.421	14.367	1.408	4.845	4.267	0.883	1.542	2.198	7.18	15.248	8.566	4.664	4.616	10.08	8.091	3.684	11.613	31.97	0.557	6.986	1.97	6.58	0.098	5.773	4.131	3.116	0.991	5.004	0.018	4.845	3.042	7.131	6.033	0.264	3.838	11.593	1.545	3.667	6.134	15.131	1.678	5.703	0.049	17.687	3.911	0.271	2.705	6.161	0.0	0.359	6.669	3.241	8.699	1.487	16.319	1.816	7.987	13.975	7.312	10.975	23.8	0.646	2.53	5.324	0.33	6.386	1.382	36.968	8.27	9.345	0.513	2.451	2.442	4.027	0.801	1.517	16.557	6.068	2.712	5.492	2.413	6.183	6.102	9.208	0.598	32.323	16.93	3.014	12.108	1.882	11.549	1.738	3.323	1.19	8.779	1.272	0.745	3.242	4.214	3.103	1.163	9.275	1.213	3.978	0.622	1.828	0.144	15.608
Bacteria;Pseudomonadota;Epsilonproteobacteria	class				0.775	0.189	1.122	0.516	0.917	0.0	0.18	1.271	0.732	1.538	0.0	0.427	2.617	1.15	0.08	1.757	0.189	0.401	1.69	0.193	1.294	1.86	0.477	1.44	0.306	0.932	0.156	2.304	0.986	0.933	0.027	0.527	0.673	0.718	0.406	0.237	1.447	2.791	2.03	0.51	1.353	0.542	0.637	1.89	2.087	0.698	0.462	0.4	0.112	2.221	0.22	9.492	1.071	2.758	1.089	0.555	5.279	0.544	0.752	3.139	0.569	1.605	0.691	0.466	0.422	1.091	0.382	1.208	0.771	0.677	0.85	1.596	0.829	1.036	0.528	1.07	0.599	0.065	0.202	0.64	0.065	0.604	0.507	0.731	4.739	3.521	2.011	0.646	0.174	4.472	2.749	0.0	2.609	0.0	1.06	1.155	0.299	0.398	0.409	0.012	3.806	0.683	0.793	0.481	2.385	6.127	1.268	0.359	0.104	1.834	0.637	1.139	0.315	0.053	2.246	3.673	1.412	1.597	0.719	0.278	1.856	0.066	0.492	0.541	0.309	0.158	0.696	1.494	3.177	0.681	0.138	1.198	0.943	0.418	0.386	0.709	2.161	1.508	0.622	1.149	0.0	4.774	0.296	1.429	1.081	1.159	0.488	0.103	0.038
Bacteria;Pseudomonadota;Gammaproteobacteria	class				0.565	3.26	1.738	0.461	0.515	3.458	1.317	3.524	3.683	7.214	0.979	3.191	1.32	1.87	1.898	2.062	0.951	0.401	0.21	1.782	0.565	1.717	1.049	0.465	3.319	0.79	0.865	1.034	2.336	0.027	1.278	0.828	2.005	1.108	1.559	2.438	2.242	0.853	1.345	3.338	0.669	5.557	1.153	3.724	0.335	4.102	0.913	4.693	1.354	0.37	1.079	1.557	1.151	0.357	1.832	0.448	3.505	1.452	1.683	0.204	1.226	0.365	0.537	0.295	9.27	13.558	9.029	8.129	7.596	2.102	5.23	0.631	6.647	4.19	0.766	4.803	4.127	8.727	1.119	2.823	0.163	0.107	0.163	0.0	0.118	0.024	0.229	0.132	0.841	0.0	0.0	0.016	0.014	0.239	0.49	0.015	0.609	0.658	1.192	0.107	1.2	3.146	0.713	0.346	0.083	0.039	0.529	1.461	6.392	8.45	2.116	0.939	0.18	7.487	0.204	0.467	2.402	2.204	0.317	0.609	0.476	3.346	0.4	1.808	2.212	2.303	2.549	0.401	1.697	2.417	1.537	1.44	0.111	0.916	1.524	4.76	0.232	0.506	1.954	6.147	3.013	0.309	3.04	0.367	2.53	1.603	0.093	0.988	0.917
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1]	class				0.754	0.0	1.035	0.831	2.015	0.0	0.0	0.58	0.177	0.628	0.0	0.253	1.096	1.67	0.04	0.374	0.296	0.0	0.14	1.06	0.188	1.192	0.4	2.055	0.125	1.785	0.012	0.491	0.363	0.095	0.013	0.12	0.739	1.536	0.185	0.934	1.555	0.451	0.296	0.364	0.297	0.077	2.65	0.815	0.305	1.168	0.09	0.4	0.733	1.308	0.26	0.282	0.343	0.507	0.551	0.021	2.904	0.544	0.561	0.947	0.488	0.17	2.359	0.061	0.868	0.289	1.187	2.307	1.674	3.01	0.544	3.926	0.069	0.243	0.898	3.188	0.209	0.087	0.311	0.598	0.011	0.309	0.507	0.975	0.9	1.06	1.083	0.527	0.267	0.98	0.0	0.441	2.525	0.0	0.316	1.214	0.011	1.255	0.86	0.0	0.0	0.611	1.587	0.346	4.936	0.792	1.396	0.691	0.261	0.36	0.905	0.338	0.0	0.0	1.244	0.679	0.253	0.555	0.085	0.0	0.445	0.033	0.261	0.276	0.257	0.0	0.092	2.251	1.439	0.05	0.155	0.31	0.0	1.381	0.376	0.426	0.707	1.022	0.022	0.192	0.0	0.13	0.395	0.545	0.326	0.389	1.278	0.082	0.0
Bacteria;Spirochaetota;Spirochaetia	class				0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.028	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.086	0.037	0.0	0.025	0.0	0.017	0.0	0.0	0.08	0.0	0.0	0.0	0.012	0.0	0.174	0.159	0.0	0.093	0.0	0.0	0.0	0.0	0.07	0.011	0.0	0.0	0.066	0.0	0.0	0.023	0.0	0.0	0.0	0.021	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.213	0.0	0.009	0.0	0.0	0.108	0.013	0.0	0.0	0.0	0.037	0.0	0.0	0.069	0.0	0.265	0.046	0.0	0.154	0.012	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order				0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.041	0.0	0.126	0.0	0.0	1.23	0.011	0.0	0.235	0.0	0.0	0.0	0.024	0.0	0.016	0.0	0.0	0.0	0.174	0.0	0.737	0.026	0.0	0.067	0.0	0.0	0.743	0.429	0.0	0.0	0.012	0.39	0.015	0.0	0.0	0.826	0.019	0.03	0.622	0.0	0.371	0.168	0.0	0.56	0.0	0.158	0.0	0.087	0.0	0.0	0.658	0.0	0.873	0.054	0.0	0.0	0.0	0.446	0.663	0.021	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.86	0.0	0.0	0.016	0.0	0.0	0.0	0.543	0.0	0.024	0.0	0.0	0.634	0.0	0.0	0.0	2.932	0.028	4.23	0.0	0.03	0.0	0.352	0.009	0.024	0.0	0.809	0.027	0.025	1.581	0.063	0.0	0.0	0.183	0.0	0.038	0.0	0.0	0.0	0.037	0.0	0.0	0.139	0.012	0.0	0.199	0.0	0.077	0.023	0.0	0.0	0.0	0.033	0.0	0.058	0.0	0.135	0.0	0.624	0.021	0.189	0.0	0.42	0.0	0.052	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales	order				3.041	0.606	11.207	4.24	9.445	1.677	0.871	3.331	3.616	1.724	1.468	2.401	2.416	3.592	0.518	4.954	4.212	6.359	5.643	3.532	2.47	3.943	3.413	11.206	2.056	5.039	4.864	3.307	3.374	3.8	0.426	5.236	10.712	1.637	2.586	1.488	14.105	4.412	2.098	5.802	5.975	3.399	3.304	4.131	4.48	4.343	3.362	1.033	1.946	9.771	3.197	13.52	1.238	9.964	3.465	8.198	2.336	1.951	8.03	4.773	3.205	6.154	2.954	3.326	2.253	1.391	2.501	4.971	2.461	5.557	6.12	7.175	1.009	2.274	3.986	4.425	0.517	1.086	1.383	3.171	0.011	33.396	1.267	4.305	3.471	0.0	13.116	1.831	0.8	0.0	4.064	2.838	0.0	3.033	6.643	5.879	0.731	6.196	6.694	0.047	20.779	6.022	15.586	2.802	5.01	0.0	2.034	3.361	1.252	2.445	3.595	9.26	1.844	0.606	3.211	11.285	4.362	7.619	8.481	1.217	4.479	0.439	2.338	0.76	2.452	1.776	3.787	9.151	6.476	1.578	1.606	5.007	2.57	2.407	3.956	2.664	4.211	13.099	2.531	2.49	8.543	10.695	6.059	9.108	8.507	9.67	5.266	2.387	1.06
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales	order				0.25	0.162	0.28	0.342	0.038	1.135	0.065	0.111	0.14	0.587	0.036	0.047	0.089	0.011	0.027	0.069	0.05	0.16	0.251	0.048	0.094	0.016	0.133	0.015	0.083	0.016	5.584	0.02	0.065	0.284	0.0	0.105	0.172	0.076	0.007	0.063	0.108	0.0	0.0	0.16	0.045	0.022	0.017	0.0	0.32	0.394	0.02	0.011	0.009	0.0	0.839	0.175	0.0	0.019	0.149	0.021	0.011	0.0	0.0	0.0	0.0	0.097	0.0	0.049	0.07	0.054	0.551	0.093	0.246	0.018	0.053	0.092	0.014	0.073	0.158	0.084	0.018	0.039	0.016	0.292	0.0	0.013	0.0	0.0	0.012	0.0	0.021	0.06	0.215	0.0	0.0	0.0	0.0	0.0	0.174	0.163	0.011	0.061	0.0	0.0	0.104	0.0	0.04	0.037	0.018	0.0	0.073	0.146	0.235	0.036	0.051	0.063	0.045	0.0	0.074	0.0	0.105	0.174	0.024	0.0	0.138	0.088	0.015	0.023	0.223	0.246	0.0	0.0	0.244	0.158	0.0	0.027	0.0	0.0	0.0	0.095	0.111	0.0	0.022	0.052	0.36	0.024	0.121	0.0	3.448	0.21	0.0	0.041	0.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales	order				1.453	1.859	7.878	5.49	4.604	2.635	0.54	3.261	4.312	5.984	2.718	18.847	13.711	1.001	0.146	4.967	7.945	1.015	5.755	8.75	4.411	6.582	5.53	1.905	2.375	3.602	3.291	2.232	3.179	6.749	0.386	6.56	1.491	1.095	4.16	4.797	0.904	7.849	0.551	4.417	9.349	26.558	2.564	0.482	3.489	3.873	1.445	1.17	11.058	5.946	5.675	8.861	1.941	2.59	0.52	3.245	17.877	2.223	9.289	0.39	1.193	2.627	1.036	2.798	8.989	7.127	2.649	8.129	15.373	2.173	2.35	5.843	1.548	3.97	2.402	6.46	7.048	4.163	31.51	9.096	0.0	1.664	0.887	1.186	0.711	0.0	1.479	0.527	1.445	0.0	0.797	0.473	0.0	0.08	2.816	1.155	0.853	6.273	18.421	2.255	5.983	10.426	6.912	3.123	0.148	0.008	1.651	8.157	1.252	0.216	0.905	3.066	0.45	0.802	22.327	0.768	6.11	4.044	0.658	2.527	2.93	16.082	2.738	15.509	1.578	1.864	6.418	0.201	2.81	5.522	0.725	2.719	0.629	1.618	2.255	3.136	2.373	0.964	5.906	1.463	8.498	11.037	7.518	6.73	3.631	4.154	8.953	4.939	5.97
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales	order				1.221	0.323	0.238	0.027	0.038	1.552	0.64	0.083	0.012	0.056	0.0	0.0	0.0	0.023	0.013	0.014	0.031	0.0	0.0	0.0	0.118	0.0	0.0	0.0	0.042	0.047	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.103	0.063	0.0	0.0	0.013	0.0	0.193	0.033	0.0	0.0	0.03	0.0	0.171	0.04	0.0	0.025	0.0	0.121	0.0	0.075	0.08	0.0	0.0	0.113	0.0	0.019	0.047	0.0	0.0	0.049	0.047	0.0	0.0	0.0	0.016	0.0	0.0	0.092	0.028	0.096	0.026	0.147	0.009	0.017	0.016	0.0	0.0	0.054	0.0	0.617	0.024	0.0	0.0	0.0	0.031	0.0	2.47	3.169	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.107	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.053	0.026	0.0	0.0	0.025	0.27	1.943	0.037	0.0	0.021	0.0	0.0	0.0	0.046	0.0	0.169	0.0	0.0	0.352	0.031	0.0	0.176	0.042	0.0	0.0	0.444	0.008	0.0	0.016	0.091	0.0	0.044	0.0	0.764	0.008	0.362	0.056	0.0	0.132	1.226	0.021	5.951
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales	order				0.361	0.0	0.35	0.374	0.547	0.0	0.036	0.442	0.195	0.353	0.0	0.126	0.224	0.0	0.053	0.235	0.22	0.561	0.321	0.514	0.282	0.382	0.114	1.89	0.222	0.664	0.0	0.235	0.13	4.125	0.013	0.211	0.515	0.176	0.015	0.0	0.687	0.743	0.108	0.029	0.208	0.055	0.103	0.371	0.457	0.076	0.231	0.017	0.037	0.395	0.06	0.336	0.123	1.389	0.47	0.64	0.348	0.136	0.287	0.557	0.02	0.438	0.441	1.853	0.164	0.107	0.127	1.889	0.148	2.725	0.757	0.884	0.636	0.532	0.845	0.797	0.1	0.223	0.249	0.139	0.0	2.188	0.181	0.0	0.474	0.0	1.646	0.012	0.154	0.0	1.275	0.0	0.0	0.0	0.585	0.296	0.011	0.352	0.23	0.0	1.392	0.018	1.264	0.42	0.25	0.0	1.441	0.465	0.0	0.036	0.051	1.051	0.405	0.0	0.297	1.503	0.653	0.174	0.28	0.0	0.43	0.0	0.077	0.035	0.0	0.105	0.102	0.424	0.584	0.108	0.035	0.498	0.388	0.15	0.031	0.615	2.252	0.573	0.444	0.157	0.0	1.228	0.0	0.404	0.428	0.513	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order				10.838	0.391	10.319	6.7	11.289	12.352	3.404	18.505	14.008	7.886	2.718	20.126	15.835	14.541	0.743	5.507	7.19	9.778	20.198	12.668	8.586	12.337	4.081	15.677	1.472	10.837	0.865	16.453	7.383	9.684	0.879	8.396	11.201	22.664	7.434	3.499	17.939	15.32	16.404	12.245	17.122	3.698	17.55	7.447	8.685	14.463	5.46	16.991	7.356	16.408	16.087	12.742	19.963	21.843	18.755	18.296	15.114	17.691	8.495	18.592	25.098	10.581	5.275	7.683	12.955	11.696	5.702	14.819	4.545	10.935	6.77	16.657	2.239	8.077	3.617	12.311	4.418	4.346	7.209	5.619	0.954	11.826	9.198	1.235	15.97	20.251	12.22	15.43	4.008	19.336	14.861	17.831	13.047	18.117	22.746	17.548	0.731	5.477	4.267	2.41	16.602	10.534	17.698	5.32	21.64	8.348	22.845	3.348	17.715	18.986	10.492	18.533	3.777	2.656	17.316	12.799	18.458	11.628	22.688	8.784	18.576	3.444	5.321	12.435	9.002	5.239	9.13	17.722	13.793	8.138	3.281	15.601	6.471	13.37	5.668	15.887	11.25	20.412	6.816	15.532	5.216	14.225	6.311	15.932	11.342	9.491	9.057	1.441	17.327
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales	order				0.252	0.97	0.21	0.251	0.273	0.0	0.115	1.341	1.22	1.709	0.326	0.695	0.403	1.43	0.053	0.775	0.277	0.0	0.363	0.482	0.329	0.238	0.744	0.225	0.0	0.237	1.285	1.403	0.324	0.933	0.226	0.436	0.528	0.34	0.48	0.222	0.217	0.158	0.498	0.948	0.134	0.498	0.551	0.037	0.518	2.933	0.09	1.405	0.579	0.839	0.26	1.155	0.755	0.15	0.631	0.085	0.393	1.406	0.479	0.279	0.962	0.049	0.038	0.54	0.469	0.77	1.823	0.062	0.935	0.0	0.199	0.161	0.498	0.394	0.158	0.713	0.871	0.205	0.186	0.542	0.0	0.174	0.67	0.0	0.735	0.646	0.083	0.742	2.255	0.213	0.0	0.032	1.08	0.0	0.142	0.992	0.1	0.092	0.443	0.297	0.563	1.798	0.121	0.037	1.655	2.134	0.848	0.425	0.704	0.467	0.242	0.075	0.067	0.214	0.204	0.134	0.822	1.007	0.439	0.225	0.997	0.252	0.646	0.242	0.566	0.07	0.522	1.293	0.312	1.005	0.397	1.198	0.0	0.418	0.188	0.441	0.475	0.277	0.044	0.296	0.315	0.041	1.109	0.179	0.694	0.288	0.364	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales	order				2.036	3.031	6.22	1.501	2.696	4.874	9.938	3.275	4.671	2.53	6.325	1.848	1.633	7.86	25.843	3.639	3.973	1.63	1.229	3.468	16.643	8.442	2.67	2.115	1.722	5.513	12.213	5.058	4.035	2.34	1.531	3.491	2.916	6.069	2.926	3.008	2.098	4.254	12.895	2.945	0.595	2.48	3.975	9.504	1.356	4.749	6.122	2.415	4.63	1.456	2.578	2.39	7.957	1.051	3.162	3.715	2.814	1.497	2.544	2.452	8.707	0.535	6.311	3.829	3.708	1.391	6.867	1.471	4.807	5.61	3.053	0.895	1.036	3.887	4.514	1.363	3.012	6.065	1.6	9.054	12.584	0.349	10.447	7.359	1.659	0.0	1.74	10.498	6.171	0.0	2.112	6.669	1.613	0.0	2.214	2.073	6.377	7.466	1.082	16.097	0.741	1.402	0.874	1.481	1.821	0.071	7.782	26.292	2.687	6.76	2.014	2.19	1.866	6.381	1.021	4.641	2.55	0.989	1.426	18.865	4.51	14.096	11.873	6.989	16.358	7.894	1.412	0.658	6.693	5.688	12.26	2.719	4.622	4.167	17.526	5.154	0.919	0.668	0.488	9.49	1.754	1.985	2.085	1.823	4.039	3.656	7.634	3.725	4.671
Bacteria;Bacillota;Bacilli;Lactobacillales	order				65.766	81.371	31.658	69.834	48.601	54.468	76.619	38.847	45.579	41.523	81.116	14.834	32.923	42.203	67.494	33.195	54.092	62.25	41.821	44.947	47.859	46.28	44.222	34.968	79.806	47.504	49.201	35.436	63.397	46.808	91.906	48.014	54.644	33.631	53.144	71.77	35.081	43.449	40.688	50.598	45.586	49.707	40.262	55.669	57.809	34.4	73.926	49.752	60.974	33.925	43.405	22.422	45.275	24.826	32.195	42.336	21.528	40.939	20.328	16.735	40.012	52.737	65.528	63.733	37.245	27.737	56.422	39.889	47.842	50.472	55.556	27.333	61.042	48.865	67.397	40.772	62.391	66.624	45.432	54.492	68.296	9.624	54.119	74.821	29.961	47.35	45.14	53.974	69.503	45.571	59.124	45.073	42.284	53.551	46.409	17.503	84.555	51.392	38.12	69.765	17.876	20.385	30.81	70.884	16.417	57.171	40.252	46.048	22.959	35.707	52.856	42.898	79.002	73.975	29.417	29.928	38.833	19.455	33.021	54.108	35.358	53.477	58.197	45.78	48.2	72.134	29.263	19.07	39.642	48.613	72.82	28.739	73.6	56.535	59.186	38.944	41.971	12.784	67.718	45.481	58.228	23.27	45.813	35.605	43.431	56.449	50.052	82.815	39.65
Bacteria;Bacillota;Clostridia;Eubacteriales	order				2.594	0.216	8.969	0.945	3.5	2.447	0.676	2.253	3.092	2.808	0.272	4.344	3.69	1.779	0.199	3.376	1.983	0.748	4.274	2.529	1.835	1.844	1.125	5.506	1.097	3.318	0.144	3.594	1.855	0.69	0.399	2.648	3.259	3.312	1.145	0.206	4.702	3.656	1.99	1.122	1.605	0.775	1.308	2.353	3.063	4.902	0.612	3.26	1.634	4.54	1.179	5.612	2.169	7.356	5.922	1.494	4.886	3.516	1.149	7.485	1.789	4.403	0.902	0.54	2.652	2.729	1.42	2.57	0.656	1.959	1.673	6.165	0.193	3.741	2.218	2.978	0.463	0.807	0.746	1.502	0.238	13.893	1.901	0.877	4.289	3.57	6.355	1.101	1.035	6.942	3.108	2.869	6.187	2.314	3.195	9.744	0.376	2.785	0.639	0.142	2.71	1.869	2.327	0.889	8.93	2.793	2.883	1.023	0.913	1.87	3.009	5.857	0.112	0.178	4.046	5.053	4.172	4.235	4.813	2.447	6.013	0.011	1.476	0.91	1.68	0.316	2.467	1.839	4.697	2.275	0.259	6.394	1.424	1.721	0.115	2.868	4.514	5.232	1.51	2.002	0.0	10.077	4.017	5.583	4.508	2.598	1.423	0.37	0.879
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales	order				0.056	0.0	0.168	0.132	0.15	0.427	0.115	0.428	0.134	0.145	0.0	0.205	0.828	0.006	0.0	0.249	0.164	0.0	0.056	0.112	0.353	0.509	0.153	0.405	0.0	0.442	0.0	0.266	0.078	0.041	0.013	0.497	0.343	0.252	0.458	0.0	0.253	0.28	0.269	0.044	0.253	0.066	0.413	0.148	0.518	0.33	0.0	0.24	0.135	0.173	0.08	0.282	0.123	0.394	0.984	0.085	0.758	0.159	0.369	0.539	0.136	0.17	0.096	0.025	0.211	0.193	0.064	0.139	0.0	0.0	0.305	0.872	0.028	0.133	0.026	0.965	0.0	0.0	0.513	0.153	0.0	1.047	0.507	0.52	0.675	0.0	0.49	0.06	0.144	0.0	0.159	1.781	0.379	0.0	0.633	0.888	0.0	0.0	4.463	0.0	0.0	0.288	0.309	0.062	0.721	0.0	0.31	0.186	0.104	0.072	0.102	0.425	0.0	0.089	0.483	0.512	0.063	0.625	0.56	0.106	0.43	0.0	0.185	0.081	0.257	0.035	0.184	0.535	0.557	0.199	0.035	0.458	0.018	0.276	0.073	0.378	0.151	0.773	0.111	0.418	0.045	0.382	0.0	0.639	0.061	0.117	0.0	0.0	0.191
Bacteria;Bacillota;Negativicutes;Selenomonadales	order				0.091	0.0	0.122	0.037	0.193	0.0	0.007	0.083	0.012	0.134	0.0	0.0	0.447	0.0	0.053	0.83	0.013	0.481	0.182	0.024	0.024	0.366	0.153	0.15	0.056	0.174	0.0	0.072	0.026	0.0	0.0	0.0	0.132	0.013	0.007	0.0	0.181	0.244	0.161	0.0	0.699	0.055	0.138	0.13	0.229	0.038	0.01	0.034	0.0	0.567	0.06	0.228	0.009	0.525	0.155	0.107	0.489	0.0	0.082	0.557	0.0	0.389	0.192	0.233	0.0	0.021	0.0	0.108	0.016	0.0	0.027	0.287	0.111	0.39	0.132	0.105	0.036	0.0	0.093	0.028	0.0	1.047	0.0	0.0	1.599	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.427	0.133	0.0	0.199	0.009	0.0	0.326	0.0	0.256	0.037	0.481	0.0	0.109	0.04	0.0	0.0	0.102	0.188	0.022	0.0	0.186	0.267	0.042	0.121	0.244	0.291	0.123	0.0	0.138	0.115	0.017	0.193	0.0	0.033	0.231	0.017	0.0	0.094	0.333	0.055	0.0	0.016	2.676	0.134	0.444	0.017	0.045	0.114	0.0	0.348	0.082	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales	order				3.172	0.727	12.406	6.485	10.527	6.634	1.569	9.494	6.745	8.938	1.812	6.54	5.189	3.569	0.597	4.11	4.627	7.16	10.379	5.515	4.246	6.598	1.926	14.071	4.514	5.134	0.757	2.887	5.385	18.231	0.426	5.342	5.66	5.515	2.32	2.312	11.212	8.641	4.047	7.085	7.506	2.192	5.471	3.149	6.659	5.346	5.359	2.466	1.904	13.126	2.578	7.841	2.363	14.468	11.305	10.653	7.801	5.239	9.357	6.018	3.178	13.938	2.877	14.077	5.985	3.456	3.222	11.877	3.757	12.004	6.452	15.567	16.086	6.89	9.636	8.977	2.685	4.887	4.366	3.992	1.832	19.154	2.806	2.355	12.949	10.857	9.001	4.585	1.661	12.734	8.088	2.318	14.408	9.417	8.051	8.456	1.417	5.814	4.241	0.451	14.618	7.047	15.68	9.973	10.298	10.419	6.842	4.703	0.522	1.834	2.996	11.951	8.768	0.517	8.018	12.009	16.92	11.888	12.039	3.744	7.961	0.9	2.691	2.579	3.326	6.153	5.681	8.449	8.2	5.929	2.97	8.332	4.918	4.743	2.902	6.809	21.844	16.422	6.816	6.06	8.813	18.463	6.574	7.379	10.22	6.807	9.369	2.264	4.948
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	order				3.5	0.916	3.682	1.465	1.147	0.823	1.346	4.339	4.836	6.14	0.471	9.858	5.234	15.753	0.478	9.229	2.695	1.71	4.582	1.461	2.376	2.719	4.901	7.171	1.306	6.477	3.17	11.006	3.218	2.881	1.118	6.094	3.826	4.835	6.636	0.475	4.448	2.206	3.025	2.274	1.427	2.978	2.495	3.779	3.276	9.752	0.09	7.063	4.238	1.209	3.817	4.082	7.211	6.999	5.687	1.067	9.621	6.509	3.926	17.199	5.292	3.673	0.595	0.061	6.454	8.336	2.289	0.774	3.413	1.425	4.367	7.932	0.428	8.92	1.901	5.243	0.59	0.956	0.917	0.682	0.249	2.617	4.653	4.711	3.886	8.566	3.667	3.304	3.783	9.753	0.837	5.691	11.785	0.0	2.309	13.831	1.063	2.54	3.449	0.451	1.674	8.592	3.739	1.148	11.518	10.819	1.87	1.196	4.905	7.156	7.611	1.314	0.157	0.749	4.9	14.569	1.201	15.116	7.067	2.924	8.36	0.472	5.937	2.971	2.572	0.264	3.101	18.212	5.471	3.82	1.399	11.967	0.684	4.325	0.574	5.232	2.424	23.21	1.199	1.846	1.169	1.692	6.563	11.148	1.408	1.859	1.423	0.597	2.388
