Taxonomy	Rank	HMT	Notes	Max	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	order			21.274	5.837	0.123	15.914	6.193	100.0	12.703	1.689	26.836	11.274	100.0	5.438	0.118	13.106	6.834	100.0	21.274	7.602	38.207	12.097	100.0	12.175	0.667	27.653	10.379	100.0	5.803	0.511	13.28	5.179	100.0	19.12	1.73	42.886	16.019	100.0	16.148	0.43	30.432	11.039	100.0	20.185	7.816	30.882	9.453	100.0	0.054	0.0	0.156	0.103	40.0
Bacteria;Patescibacteria;Patescibacteria [C1];Absconditabacterales	order			0.604	0.029	0.0	0.097	0.051	54.286	0.046	0.0	0.135	0.109	53.571	0.073	0.0	0.297	0.159	58.14	0.604	0.0	2.621	1.4	64.516	0.209	0.0	0.126	1.407	41.892	0.059	0.0	0.121	0.16	55.882	0.329	0.0	0.715	1.051	64.0	0.106	0.0	0.129	0.379	55.0	0.364	0.0	1.105	0.839	63.636	0.0	0.0	0.0	0.0	0.0
Bacteria;Candidatus Saccharimonadota;Saccharimonadota [C1];Saccharimonadota [C1 O1]	order			4.575	0.418	0.007	0.901	0.913	100.0	0.259	0.01	0.52	0.445	96.429	0.458	0.002	2.262	0.924	93.023	0.807	0.039	2.096	1.373	100.0	4.575	0.021	14.415	6.904	97.297	2.986	0.033	6.572	5.847	100.0	0.764	0.042	1.242	2.21	100.0	0.461	0.002	1.007	0.631	92.5	0.805	0.094	1.48	1.139	100.0	0.003	0.0	0.001	0.009	10.0
Bacteria;Synergistota;Synergistia;Synergistales	order			0.392	0.032	0.0	0.143	0.078	51.429	0.009	0.0	0.031	0.021	28.571	0.004	0.0	0.004	0.013	20.93	0.072	0.0	0.097	0.277	45.161	0.392	0.0	0.972	1.2	43.243	0.024	0.0	0.126	0.048	47.059	0.006	0.0	0.018	0.012	46.0	0.001	0.0	0.002	0.003	17.5	0.009	0.0	0.024	0.023	42.424	0.0	0.0	0.0	0.0	0.0
Bacteria;Chloroflexota;Anaerolineae;Anaerolineales	order			0.013	0.001	0.0	0.001	0.003	11.429	0.0	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.002	2.326	0.0	0.0	0.001	0.001	16.129	0.013	0.0	0.003	0.065	10.811	0.001	0.0	0.002	0.002	14.706	0.0	0.0	0.0	0.002	6.0	0.0	0.0	0.0	0.001	2.5	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales	order			0.026	0.0	0.0	0.0	0.0	2.857	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.001	4.651	0.026	0.0	0.0	0.144	6.452	0.0	0.0	0.0	0.001	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.001	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mollicutes [O1]	order			0.002	0.002	0.0	0.0	0.01	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	2.326	0.0	0.0	0.0	0.003	3.226	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales	order			0.103	0.003	0.0	0.01	0.005	51.429	0.017	0.0	0.03	0.047	46.429	0.002	0.0	0.005	0.006	32.558	0.003	0.0	0.002	0.016	12.903	0.076	0.0	0.147	0.199	71.622	0.103	0.001	0.291	0.139	88.235	0.003	0.0	0.008	0.005	42.0	0.0	0.0	0.0	0.001	5.0	0.004	0.0	0.002	0.024	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales	order			0.59	0.048	0.0	0.118	0.062	80.0	0.13	0.006	0.34	0.167	89.286	0.319	0.0	0.761	0.904	67.442	0.318	0.013	0.72	0.424	96.774	0.158	0.0	0.432	0.391	67.568	0.088	0.0	0.127	0.272	73.529	0.59	0.031	1.606	0.785	98.0	0.525	0.002	1.681	0.808	95.0	0.36	0.031	0.713	0.608	100.0	0.002	0.0	0.0	0.007	5.0
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales	order			0.018	0.002	0.0	0.006	0.004	28.571	0.0	0.0	0.002	0.001	14.286	0.001	0.0	0.004	0.004	20.93	0.002	0.0	0.005	0.003	29.032	0.018	0.0	0.069	0.042	40.541	0.004	0.0	0.014	0.01	26.471	0.003	0.0	0.011	0.005	44.0	0.001	0.0	0.004	0.002	15.0	0.002	0.0	0.006	0.003	33.333	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales	order			0.001	0.0	0.0	0.002	0.001	14.286	0.0	0.0	0.002	0.001	14.286	0.001	0.0	0.0	0.002	6.977	0.0	0.0	0.0	0.0	3.226	0.001	0.0	0.0	0.003	8.108	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.002	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mycoplasmoidales	order			0.12	0.012	0.0	0.036	0.03	40.0	0.008	0.0	0.021	0.019	35.714	0.003	0.0	0.011	0.007	32.558	0.12	0.0	0.219	0.4	58.065	0.018	0.0	0.034	0.047	31.081	0.008	0.0	0.027	0.015	41.176	0.007	0.0	0.013	0.017	54.0	0.002	0.0	0.002	0.006	15.0	0.013	0.0	0.037	0.028	39.394	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1]	order			0.105	0.004	0.0	0.014	0.007	28.571	0.007	0.0	0.018	0.021	25.0	0.002	0.0	0.003	0.006	18.605	0.001	0.0	0.001	0.002	12.903	0.105	0.0	0.059	0.62	37.838	0.087	0.0	0.324	0.182	58.824	0.003	0.0	0.005	0.011	28.0	0.0	0.0	0.0	0.0	5.0	0.001	0.0	0.004	0.002	27.273	0.0	0.0	0.0	0.0	0.0
Bacteria;Mycoplasmatota;Mollicutes;Mollicutes [O2]	order			0.005	0.0	0.0	0.0	0.002	5.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.326	0.005	0.0	0.001	0.025	12.903	0.0	0.0	0.0	0.003	1.351	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	family			0.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.143	0.0	0.0	0.0	0.0	4.651	0.141	0.0	0.0	0.782	3.226	0.0	0.0	0.0	0.001	4.054	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae	family			0.069	0.0	0.0	0.0	0.001	5.714	0.001	0.0	0.001	0.005	10.714	0.001	0.0	0.0	0.003	4.651	0.069	0.0	0.0	0.383	6.452	0.001	0.0	0.0	0.01	5.405	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	15.152	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae	family			0.487	0.103	0.0	0.312	0.172	85.714	0.193	0.0	0.47	0.281	85.714	0.054	0.0	0.185	0.096	65.116	0.487	0.017	1.327	0.561	100.0	0.341	0.0	1.063	0.705	82.432	0.034	0.0	0.074	0.07	79.412	0.274	0.013	0.585	0.483	98.0	0.286	0.002	0.974	0.376	92.5	0.414	0.024	0.932	0.428	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae	family			7.849	3.402	0.067	7.131	5.238	100.0	7.849	0.762	20.331	9.567	100.0	3.412	0.032	11.299	8.084	97.674	3.711	0.067	10.031	4.852	96.774	3.159	0.032	9.174	5.658	98.649	2.196	0.192	4.271	3.804	100.0	5.852	0.086	18.758	8.179	98.0	6.976	0.107	17.26	9.985	100.0	4.541	0.077	11.973	6.647	96.97	0.755	0.0	1.701	1.581	65.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae	family			3.617	0.154	0.0	0.582	0.234	85.714	0.193	0.008	0.454	0.287	100.0	0.199	0.0	0.541	0.445	79.07	0.533	0.004	1.119	1.268	90.323	1.983	0.001	5.872	3.073	89.189	0.255	0.003	0.504	0.449	91.176	0.609	0.007	1.602	1.167	94.0	0.207	0.0	0.617	0.369	72.5	0.166	0.004	0.383	0.189	93.939	3.617	0.0	7.621	6.031	85.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae	family			59.399	0.212	0.009	0.547	0.297	100.0	0.561	0.033	1.093	1.136	96.429	0.121	0.0	0.166	0.334	76.744	0.627	0.0	0.031	3.43	67.742	3.307	0.034	9.524	6.091	98.649	1.623	0.068	3.705	1.817	100.0	0.036	0.003	0.083	0.047	94.0	0.009	0.0	0.01	0.034	45.0	0.075	0.0	0.061	0.283	81.818	59.399	10.885	94.208	30.26	100.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae	family			57.877	57.877	33.08	82.863	18.518	100.0	49.65	29.102	76.147	19.114	100.0	57.875	26.827	89.708	23.753	100.0	38.171	11.644	62.164	19.966	100.0	20.643	2.938	47.248	16.127	100.0	31.038	15.978	49.412	14.345	100.0	43.518	18.036	74.379	22.526	100.0	42.144	20.187	75.129	22.202	100.0	39.968	19.98	63.304	16.26	100.0	0.681	0.0	1.604	1.841	85.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae	family			1.27	0.343	0.0	1.083	0.788	85.714	0.134	0.0	0.266	0.242	85.714	0.081	0.0	0.126	0.281	67.442	0.141	0.0	0.048	0.668	67.742	0.847	0.0	1.736	2.247	82.432	1.27	0.007	1.868	3.765	88.235	0.055	0.0	0.093	0.141	82.0	0.081	0.0	0.064	0.341	45.0	0.016	0.0	0.034	0.025	72.727	0.0	0.0	0.0	0.002	5.0
Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae	family			0.162	0.001	0.0	0.006	0.003	20.0	0.002	0.0	0.004	0.007	21.429	0.001	0.0	0.003	0.004	16.279	0.023	0.0	0.0	0.128	9.677	0.162	0.0	0.214	0.577	37.838	0.161	0.0	0.44	0.372	58.824	0.002	0.0	0.004	0.005	20.0	0.0	0.0	0.0	0.0	2.5	0.001	0.0	0.003	0.002	21.212	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Treponemataceae	family			1.366	0.097	0.0	0.275	0.269	62.857	0.028	0.0	0.075	0.07	60.714	0.026	0.0	0.065	0.053	55.814	0.328	0.0	0.425	0.874	77.419	1.366	0.0	3.992	3.435	79.73	0.235	0.0	0.488	0.499	76.471	0.018	0.0	0.051	0.021	70.0	0.01	0.0	0.021	0.025	47.5	0.057	0.0	0.095	0.126	87.879	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	family			0.066	0.0	0.0	0.002	0.001	17.143	0.002	0.0	0.007	0.004	17.857	0.001	0.0	0.0	0.003	9.302	0.066	0.0	0.001	0.367	12.903	0.001	0.0	0.0	0.003	6.757	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.002	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	9.091	0.001	0.0	0.001	0.004	10.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	family			13.881	10.083	1.678	24.717	9.785	100.0	6.721	1.587	13.488	5.193	100.0	13.881	0.969	35.937	14.868	100.0	3.578	0.184	9.604	4.414	100.0	2.58	0.028	6.538	4.275	98.649	3.176	0.054	9.318	4.547	100.0	4.758	0.215	10.755	4.424	98.0	5.79	0.249	15.848	7.08	100.0	3.725	0.197	10.323	5.221	100.0	0.014	0.0	0.044	0.036	20.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae	family			0.0	0.0	0.0	0.0	0.001	5.714	0.0	0.0	0.0	0.0	3.571	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae	family			1.368	0.104	0.002	0.301	0.149	100.0	0.217	0.012	0.558	0.226	92.857	0.483	0.0	0.581	1.414	74.419	0.754	0.042	1.411	1.47	96.774	1.177	0.002	2.652	4.114	91.892	0.355	0.005	1.277	0.574	97.059	1.368	0.084	5.32	2.073	100.0	0.971	0.004	2.309	1.504	97.5	0.713	0.117	1.532	0.689	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae	family			0.021	0.008	0.0	0.0	0.045	8.571	0.0	0.0	0.0	0.002	3.571	0.0	0.0	0.0	0.001	2.326	0.0	0.0	0.0	0.001	6.452	0.021	0.0	0.005	0.103	17.568	0.0	0.0	0.0	0.001	2.941	0.0	0.0	0.0	0.001	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	3.03	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae	family			1.623	0.283	0.004	0.746	0.451	94.286	0.518	0.042	0.612	1.027	100.0	0.279	0.004	0.563	0.582	97.674	0.664	0.067	1.449	0.575	100.0	1.623	0.145	3.232	2.15	98.649	1.327	0.108	3.12	1.859	97.059	0.206	0.038	0.365	0.299	98.0	0.284	0.009	0.573	0.327	100.0	0.722	0.141	1.331	0.859	100.0	0.005	0.0	0.002	0.02	10.0
Bacteria;Bacillota;Bacilli;Caryophanales;Gemellaceae	family			3.874	3.874	0.325	9.423	6.358	100.0	2.024	0.337	4.54	1.883	100.0	2.848	0.208	9.232	3.514	100.0	1.918	0.167	6.25	2.789	100.0	0.686	0.016	1.654	1.008	98.649	0.632	0.06	1.474	0.945	100.0	1.768	0.159	4.168	1.886	100.0	1.132	0.178	2.525	1.007	100.0	1.665	0.204	3.898	2.232	100.0	0.023	0.0	0.07	0.066	30.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae	family			0.015	0.004	0.0	0.009	0.014	22.857	0.011	0.0	0.025	0.033	17.857	0.0	0.0	0.0	0.001	6.977	0.001	0.0	0.003	0.002	16.129	0.015	0.0	0.005	0.077	16.216	0.002	0.0	0.004	0.006	14.706	0.005	0.0	0.0	0.031	10.0	0.0	0.0	0.0	0.001	5.0	0.015	0.0	0.004	0.081	15.152	0.0	0.0	0.0	0.001	10.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae	family			0.253	0.04	0.0	0.097	0.092	77.143	0.034	0.0	0.093	0.057	57.143	0.068	0.0	0.084	0.258	62.791	0.227	0.003	0.546	0.479	90.323	0.122	0.0	0.098	0.787	52.703	0.035	0.0	0.102	0.056	55.882	0.064	0.0	0.177	0.104	80.0	0.051	0.001	0.165	0.063	90.0	0.253	0.003	0.581	0.472	90.909	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae	family			15.56	0.004	0.0	0.011	0.007	37.143	0.002	0.0	0.007	0.004	28.571	0.001	0.0	0.004	0.002	20.93	0.227	0.0	0.02	1.245	41.935	0.003	0.0	0.003	0.011	18.919	0.002	0.0	0.003	0.006	14.706	0.001	0.0	0.004	0.004	20.0	0.001	0.0	0.004	0.004	12.5	0.001	0.0	0.004	0.003	21.212	15.56	2.05	31.736	23.176	100.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae	family			2.283	0.466	0.004	1.154	0.652	91.429	0.755	0.045	1.528	1.031	100.0	0.76	0.004	1.612	1.673	95.349	2.121	0.196	6.095	2.51	100.0	0.908	0.029	2.432	1.162	97.297	0.687	0.037	1.665	0.801	100.0	1.241	0.034	2.753	1.22	98.0	2.283	0.012	6.867	3.248	95.0	2.179	0.272	5.474	2.365	100.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae	family			1.37	0.3	0.0	1.221	0.558	82.857	0.349	0.003	0.972	0.535	92.857	0.123	0.0	0.35	0.197	88.372	1.365	0.029	5.815	2.236	93.548	1.37	0.0	4.353	2.217	83.784	0.298	0.0	0.548	0.481	82.353	1.366	0.012	3.693	2.303	96.0	0.604	0.0	1.236	1.351	85.0	0.77	0.051	1.044	1.931	100.0	0.001	0.0	0.0	0.003	5.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae	family			5.299	4.511	0.45	11.586	5.502	100.0	3.882	0.472	8.588	5.597	100.0	0.774	0.033	1.88	1.525	100.0	0.851	0.073	1.631	1.339	96.774	5.299	0.084	15.756	8.122	100.0	3.36	0.229	6.517	5.92	100.0	3.054	0.266	7.778	3.255	100.0	1.61	0.06	4.243	2.139	100.0	1.047	0.105	2.538	1.018	100.0	0.006	0.0	0.023	0.011	25.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiales [F1]	family			0.059	0.001	0.0	0.002	0.005	11.429	0.001	0.0	0.002	0.001	14.286	0.0	0.0	0.0	0.0	2.326	0.059	0.0	0.169	0.207	22.581	0.002	0.0	0.0	0.013	8.108	0.0	0.0	0.0	0.0	2.941	0.0	0.0	0.0	0.002	4.0	0.0	0.0	0.0	0.002	5.0	0.004	0.0	0.004	0.014	12.121	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	family			0.255	0.0	0.0	0.001	0.001	11.429	0.001	0.0	0.0	0.002	7.143	0.0	0.0	0.0	0.0	2.326	0.029	0.0	0.0	0.16	6.452	0.0	0.0	0.0	0.001	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.255	0.0	0.245	0.787	15.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae	family			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	5.0
Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae	family			19.031	0.022	0.0	0.052	0.024	82.857	0.046	0.0	0.151	0.078	75.0	0.05	0.0	0.027	0.249	65.116	0.021	0.0	0.009	0.095	51.613	0.501	0.002	1.329	1.05	90.541	0.419	0.001	1.127	0.84	88.235	0.008	0.0	0.026	0.011	66.0	0.003	0.0	0.006	0.008	30.0	0.018	0.0	0.052	0.038	57.576	19.031	3.392	47.151	21.65	100.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae	family			0.0	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.226	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	family			7.785	4.382	0.301	10.526	5.243	100.0	4.468	0.676	8.415	2.957	100.0	3.23	0.076	9.397	4.132	100.0	5.446	0.991	10.163	3.712	100.0	3.977	0.102	12.092	6.599	98.649	5.514	0.576	15.065	5.886	100.0	4.091	0.624	9.608	3.411	100.0	6.016	0.155	11.901	4.415	100.0	7.785	1.881	13.402	5.404	100.0	0.03	0.0	0.126	0.061	25.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae	family			1.496	0.12	0.0	0.415	0.253	82.857	0.057	0.0	0.104	0.117	85.714	0.066	0.0	0.256	0.11	76.744	0.221	0.006	0.431	0.429	93.548	0.967	0.013	2.662	1.309	93.243	1.496	0.083	4.162	1.894	97.059	0.085	0.0	0.259	0.122	86.0	0.05	0.0	0.2	0.082	85.0	0.227	0.006	0.849	0.397	93.939	0.001	0.0	0.001	0.002	10.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	family			0.068	0.0	0.0	0.001	0.002	11.429	0.001	0.0	0.001	0.002	10.714	0.0	0.0	0.0	0.001	6.977	0.035	0.0	0.0	0.192	6.452	0.001	0.0	0.0	0.004	8.108	0.001	0.0	0.0	0.005	8.824	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.001	3.03	0.068	0.0	0.078	0.263	15.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae	family			0.084	0.009	0.0	0.022	0.017	42.857	0.01	0.0	0.038	0.017	35.714	0.005	0.0	0.014	0.015	32.558	0.058	0.0	0.124	0.133	51.613	0.084	0.0	0.252	0.246	44.595	0.007	0.0	0.019	0.019	35.294	0.011	0.0	0.033	0.017	52.0	0.015	0.0	0.048	0.033	37.5	0.024	0.0	0.071	0.062	45.455	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae	family			8.397	1.171	0.16	3.103	1.171	100.0	1.876	0.316	4.083	1.281	100.0	2.692	0.034	9.555	4.77	100.0	2.837	0.398	5.583	2.608	100.0	6.43	0.472	16.072	8.194	100.0	8.397	1.0	24.784	10.375	100.0	2.795	0.5	6.77	2.586	100.0	3.745	0.035	7.13	3.44	100.0	2.924	0.549	6.049	2.329	100.0	0.01	0.0	0.044	0.025	20.0
Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Lawsonellaceae	family			0.021	0.001	0.0	0.0	0.004	8.571	0.0	0.0	0.0	0.001	7.143	0.0	0.0	0.0	0.0	2.326	0.006	0.0	0.001	0.023	12.903	0.0	0.0	0.0	0.002	2.703	0.0	0.0	0.0	0.002	2.941	0.0	0.0	0.0	0.001	2.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	6.061	0.021	0.0	0.067	0.04	40.0
Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae	family			0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.001	0.0	0.0	0.003	5.0
Bacteria;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae	family			0.006	0.0	0.0	0.001	0.001	11.429	0.001	0.0	0.001	0.002	10.714	0.0	0.0	0.0	0.001	4.651	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.007	0.024	13.514	0.001	0.0	0.003	0.004	17.647	0.0	0.0	0.002	0.001	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	6.061	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	family			13.996	2.514	0.044	6.054	3.057	100.0	2.266	0.254	5.283	2.307	100.0	1.902	0.037	5.686	2.988	100.0	5.379	0.292	12.709	6.139	100.0	13.996	0.46	33.986	13.582	100.0	9.013	0.643	22.568	10.012	100.0	3.21	0.182	9.704	4.461	100.0	2.914	0.031	6.484	3.507	100.0	3.767	0.375	8.617	4.566	100.0	0.007	0.0	0.03	0.019	20.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae	family			0.283	0.06	0.008	0.111	0.076	94.286	0.055	0.002	0.127	0.069	89.286	0.047	0.003	0.115	0.083	95.349	0.029	0.002	0.085	0.037	90.323	0.183	0.002	0.379	0.512	90.541	0.283	0.011	0.616	0.447	97.059	0.037	0.005	0.094	0.042	94.0	0.027	0.0	0.065	0.039	80.0	0.041	0.0	0.079	0.086	84.848	0.001	0.0	0.0	0.002	5.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	family			9.593	1.798	0.063	4.96	2.152	100.0	2.125	0.155	4.812	4.148	100.0	1.621	0.02	5.368	2.81	97.674	4.157	0.389	8.183	5.45	100.0	5.101	0.055	16.064	8.349	100.0	9.593	1.076	23.621	9.698	100.0	1.701	0.054	4.12	2.299	98.0	5.131	0.052	18.404	8.547	100.0	5.221	0.517	12.812	5.653	100.0	0.01	0.0	0.019	0.028	25.0
Bacteria;Bacillota;Bacilli;Caryophanales;Listeriaceae	family			0.0	0.0	0.0	0.0	0.001	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	3.03	0.0	0.0	0.0	0.0	0.0
